NODE_ID,X,Y,Z,HF_X,HF_Y,HF_Z
        6.,  0.470000,  0.470000,  0.210000,  0.842066,  0.842038,135.225021
        8.,  0.470000,  0.490000,  0.210000,  0.793126,  0.225061,132.368896
       10.,  0.470000,  0.510000,  0.210000,  0.791861, -0.225914,132.366989
       12.,  0.470000,  0.530000,  0.210000,  0.844611, -0.844644,135.208698
       19.,  0.490000,  0.470000,  0.210000,  0.224690,  0.792834,132.368107
       21.,  0.490000,  0.490000,  0.210000,  0.221969,  0.221816,129.786579
       23.,  0.490000,  0.510000,  0.210000,  0.221467, -0.221619,129.787754
       25.,  0.490000,  0.530000,  0.210000,  0.226282, -0.792151,132.367779
       32.,  0.510000,  0.470000,  0.210000, -0.224690,  0.792834,132.368107
       34.,  0.510000,  0.490000,  0.210000, -0.221969,  0.221816,129.786579
       36.,  0.510000,  0.510000,  0.210000, -0.221467, -0.221619,129.787754
       38.,  0.510000,  0.530000,  0.210000, -0.226282, -0.792151,132.367779
       45.,  0.530000,  0.470000,  0.210000, -0.842066,  0.842038,135.225021
       47.,  0.530000,  0.490000,  0.210000, -0.793126,  0.225061,132.368896
       49.,  0.530000,  0.510000,  0.210000, -0.791861, -0.225914,132.366989
       51.,  0.530000,  0.530000,  0.210000, -0.844611, -0.844644,135.208698
       80.,  0.019565,  0.019565,  0.210000,  0.000015,  0.000015, 24.937153
       82.,  0.039130,  0.019565,  0.210000,  0.000030,  0.000015, 24.936859
       84.,  0.058696,  0.019565,  0.210000,  0.000044,  0.000016, 24.936375
       86.,  0.078261,  0.019565,  0.210000,  0.000058,  0.000017, 24.935700
       88.,  0.097826,  0.019565,  0.210000,  0.000071,  0.000018, 24.934845
       90.,  0.117391,  0.019565,  0.210000,  0.000084,  0.000019, 24.933816
       92.,  0.136957,  0.019565,  0.210000,  0.000096,  0.000021, 24.932623
       94.,  0.156522,  0.019565,  0.210000,  0.000107,  0.000023, 24.931280
       96.,  0.176087,  0.019565,  0.210000,  0.000117,  0.000025, 24.929801
       98.,  0.195652,  0.019565,  0.210000,  0.000125,  0.000028, 24.928203
      100.,  0.215217,  0.019565,  0.210000,  0.000132,  0.000030, 24.926505
      102.,  0.234783,  0.019565,  0.210000,  0.000137,  0.000033, 24.924730
      104.,  0.254348,  0.019565,  0.210000,  0.000140,  0.000037, 24.922902
      106.,  0.273913,  0.019565,  0.210000,  0.000141,  0.000040, 24.921046
      108.,  0.293478,  0.019565,  0.210000,  0.000140,  0.000043, 24.919192
      110.,  0.313043,  0.019565,  0.210000,  0.000136,  0.000047, 24.917369
      112.,  0.332609,  0.019565,  0.210000,  0.000130,  0.000050, 24.915608
      114.,  0.352174,  0.019565,  0.210000,  0.000122,  0.000054, 24.913939
      116.,  0.371739,  0.019565,  0.210000,  0.000111,  0.000057, 24.912395
      118.,  0.391304,  0.019565,  0.210000,  0.000099,  0.000060, 24.911004
      120.,  0.410870,  0.019565,  0.210000,  0.000084,  0.000062, 24.909795
      122.,  0.430435,  0.019565,  0.210000,  0.000067,  0.000065, 24.908790
      147.,  0.019565,  0.039130,  0.210000,  0.000015,  0.000030, 24.936859
      149.,  0.039130,  0.039130,  0.210000,  0.000030,  0.000030, 24.936559
      151.,  0.058696,  0.039130,  0.210000,  0.000045,  0.000032, 24.936060
      153.,  0.078261,  0.039130,  0.210000,  0.000060,  0.000033, 24.935369
      155.,  0.097826,  0.039130,  0.210000,  0.000073,  0.000036, 24.934490
      157.,  0.117391,  0.039130,  0.210000,  0.000087,  0.000039, 24.933433
      159.,  0.136957,  0.039130,  0.210000,  0.000099,  0.000042, 24.932206
      161.,  0.156522,  0.039130,  0.210000,  0.000110,  0.000046, 24.930824
      163.,  0.176087,  0.039130,  0.210000,  0.000120,  0.000050, 24.929300
      165.,  0.195652,  0.039130,  0.210000,  0.000129,  0.000056, 24.927652
      167.,  0.215217,  0.039130,  0.210000,  0.000136,  0.000061, 24.925900
      169.,  0.234783,  0.039130,  0.210000,  0.000141,  0.000067, 24.924067
      171.,  0.254348,  0.039130,  0.210000,  0.000145,  0.000073, 24.922175
      173.,  0.273913,  0.039130,  0.210000,  0.000146,  0.000080, 24.920255
      175.,  0.293478,  0.039130,  0.210000,  0.000145,  0.000087, 24.918332
      177.,  0.313043,  0.039130,  0.210000,  0.000141,  0.000094, 24.916440
      179.,  0.332609,  0.039130,  0.210000,  0.000135,  0.000101, 24.914609
      181.,  0.352174,  0.039130,  0.210000,  0.000127,  0.000108, 24.912873
      183.,  0.371739,  0.039130,  0.210000,  0.000116,  0.000114, 24.911265
      185.,  0.391304,  0.039130,  0.210000,  0.000103,  0.000120, 24.909815
      187.,  0.410870,  0.039130,  0.210000,  0.000088,  0.000126, 24.908554
      189.,  0.430435,  0.039130,  0.210000,  0.000070,  0.000130, 24.907503
      214.,  0.019565,  0.058696,  0.210000,  0.000016,  0.000044, 24.936375
      216.,  0.039130,  0.058696,  0.210000,  0.000032,  0.000045, 24.936060
      218.,  0.058696,  0.058696,  0.210000,  0.000047,  0.000047, 24.935541
      220.,  0.078261,  0.058696,  0.210000,  0.000062,  0.000050, 24.934818
      222.,  0.097826,  0.058696,  0.210000,  0.000077,  0.000053, 24.933901
      224.,  0.117391,  0.058696,  0.210000,  0.000090,  0.000058, 24.932796
      226.,  0.136957,  0.058696,  0.210000,  0.000103,  0.000063, 24.931513
      228.,  0.156522,  0.058696,  0.210000,  0.000115,  0.000069, 24.930065
      230.,  0.176087,  0.058696,  0.210000,  0.000126,  0.000076, 24.928467
      232.,  0.195652,  0.058696,  0.210000,  0.000136,  0.000083, 24.926736
      234.,  0.215217,  0.058696,  0.210000,  0.000143,  0.000092, 24.924891
      236.,  0.234783,  0.058696,  0.210000,  0.000149,  0.000101, 24.922959
      238.,  0.254348,  0.058696,  0.210000,  0.000153,  0.000110, 24.920962
      240.,  0.273913,  0.058696,  0.210000,  0.000154,  0.000121, 24.918929
      242.,  0.293478,  0.058696,  0.210000,  0.000154,  0.000131, 24.916891
      244.,  0.313043,  0.058696,  0.210000,  0.000150,  0.000142, 24.914882
      246.,  0.332609,  0.058696,  0.210000,  0.000144,  0.000153, 24.912933
      248.,  0.352174,  0.058696,  0.210000,  0.000135,  0.000163, 24.911083
      250.,  0.371739,  0.058696,  0.210000,  0.000124,  0.000173, 24.909366
      252.,  0.391304,  0.058696,  0.210000,  0.000110,  0.000182, 24.907815
      254.,  0.410870,  0.058696,  0.210000,  0.000094,  0.000191, 24.906464
      256.,  0.430435,  0.058696,  0.210000,  0.000075,  0.000198, 24.905336
      281.,  0.019565,  0.078261,  0.210000,  0.000017,  0.000058, 24.935700
      283.,  0.039130,  0.078261,  0.210000,  0.000033,  0.000060, 24.935369
      285.,  0.058696,  0.078261,  0.210000,  0.000050,  0.000062, 24.934818
      287.,  0.078261,  0.078261,  0.210000,  0.000066,  0.000066, 24.934055
      289.,  0.097826,  0.078261,  0.210000,  0.000081,  0.000071, 24.933083
      291.,  0.117391,  0.078261,  0.210000,  0.000096,  0.000076, 24.931910
      293.,  0.136957,  0.078261,  0.210000,  0.000110,  0.000083, 24.930546
      295.,  0.156522,  0.078261,  0.210000,  0.000123,  0.000091, 24.929006
      297.,  0.176087,  0.078261,  0.210000,  0.000135,  0.000101, 24.927301
      299.,  0.195652,  0.078261,  0.210000,  0.000145,  0.000111, 24.925452
      301.,  0.215217,  0.078261,  0.210000,  0.000153,  0.000122, 24.923478
      303.,  0.234783,  0.078261,  0.210000,  0.000160,  0.000135, 24.921405
      305.,  0.254348,  0.078261,  0.210000,  0.000165,  0.000148, 24.919255
      307.,  0.273913,  0.078261,  0.210000,  0.000167,  0.000162, 24.917064
      309.,  0.293478,  0.078261,  0.210000,  0.000166,  0.000176, 24.914861
      311.,  0.313043,  0.078261,  0.210000,  0.000163,  0.000191, 24.912682
      313.,  0.332609,  0.078261,  0.210000,  0.000157,  0.000206, 24.910565
      315.,  0.352174,  0.078261,  0.210000,  0.000148,  0.000220, 24.908550
      317.,  0.371739,  0.078261,  0.210000,  0.000136,  0.000234, 24.906673
      319.,  0.391304,  0.078261,  0.210000,  0.000121,  0.000247, 24.904977
      321.,  0.410870,  0.078261,  0.210000,  0.000103,  0.000259, 24.903496
      323.,  0.430435,  0.078261,  0.210000,  0.000083,  0.000268, 24.902256
      348.,  0.019565,  0.097826,  0.210000,  0.000018,  0.000071, 24.934845
      350.,  0.039130,  0.097826,  0.210000,  0.000036,  0.000073, 24.934490
      352.,  0.058696,  0.097826,  0.210000,  0.000053,  0.000077, 24.933901
      354.,  0.078261,  0.097826,  0.210000,  0.000071,  0.000081, 24.933083
      356.,  0.097826,  0.097826,  0.210000,  0.000087,  0.000087, 24.932039
      358.,  0.117391,  0.097826,  0.210000,  0.000103,  0.000095, 24.930779
      360.,  0.136957,  0.097826,  0.210000,  0.000119,  0.000103, 24.929312
      362.,  0.156522,  0.097826,  0.210000,  0.000133,  0.000114, 24.927650
      364.,  0.176087,  0.097826,  0.210000,  0.000146,  0.000125, 24.925808
      366.,  0.195652,  0.097826,  0.210000,  0.000157,  0.000138, 24.923804
      368.,  0.215217,  0.097826,  0.210000,  0.000167,  0.000153, 24.921660
      370.,  0.234783,  0.097826,  0.210000,  0.000175,  0.000169, 24.919400
      372.,  0.254348,  0.097826,  0.210000,  0.000180,  0.000186, 24.917052
      374.,  0.273913,  0.097826,  0.210000,  0.000183,  0.000204, 24.914649
      376.,  0.293478,  0.097826,  0.210000,  0.000183,  0.000222, 24.912227
      378.,  0.313043,  0.097826,  0.210000,  0.000180,  0.000242, 24.909823
      380.,  0.332609,  0.097826,  0.210000,  0.000174,  0.000261, 24.907481
      382.,  0.352174,  0.097826,  0.210000,  0.000164,  0.000280, 24.905243
      384.,  0.371739,  0.097826,  0.210000,  0.000151,  0.000298, 24.903156
      386.,  0.391304,  0.097826,  0.210000,  0.000135,  0.000315, 24.901262
      388.,  0.410870,  0.097826,  0.210000,  0.000116,  0.000330, 24.899606
      390.,  0.430435,  0.097826,  0.210000,  0.000093,  0.000343, 24.898215
      415.,  0.019565,  0.117391,  0.210000,  0.000019,  0.000084, 24.933816
      417.,  0.039130,  0.117391,  0.210000,  0.000039,  0.000087, 24.933433
      419.,  0.058696,  0.117391,  0.210000,  0.000058,  0.000091, 24.932796
      421.,  0.078261,  0.117391,  0.210000,  0.000076,  0.000096, 24.931910
      423.,  0.097826,  0.117391,  0.210000,  0.000095,  0.000103, 24.930779
      425.,  0.117391,  0.117391,  0.210000,  0.000112,  0.000112, 24.929411
      427.,  0.136957,  0.117391,  0.210000,  0.000129,  0.000123, 24.927815
      429.,  0.156522,  0.117391,  0.210000,  0.000145,  0.000135, 24.926003
      431.,  0.176087,  0.117391,  0.210000,  0.000160,  0.000150, 24.923990
      433.,  0.195652,  0.117391,  0.210000,  0.000173,  0.000166, 24.921794
      435.,  0.215217,  0.117391,  0.210000,  0.000184,  0.000184, 24.919436
      437.,  0.234783,  0.117391,  0.210000,  0.000193,  0.000203, 24.916944
      439.,  0.254348,  0.117391,  0.210000,  0.000200,  0.000224, 24.914344
      441.,  0.273913,  0.117391,  0.210000,  0.000204,  0.000246, 24.911674
      443.,  0.293478,  0.117391,  0.210000,  0.000205,  0.000270, 24.908973
      445.,  0.313043,  0.117391,  0.210000,  0.000202,  0.000294, 24.906283
      447.,  0.332609,  0.117391,  0.210000,  0.000196,  0.000319, 24.903652
      449.,  0.352174,  0.117391,  0.210000,  0.000185,  0.000343, 24.901130
      451.,  0.371739,  0.117391,  0.210000,  0.000171,  0.000366, 24.898769
      453.,  0.391304,  0.117391,  0.210000,  0.000153,  0.000388, 24.896620
      455.,  0.410870,  0.117391,  0.210000,  0.000132,  0.000407, 24.894735
      457.,  0.430435,  0.117391,  0.210000,  0.000106,  0.000424, 24.893148
      482.,  0.019565,  0.136957,  0.210000,  0.000021,  0.000096, 24.932623
      484.,  0.039130,  0.136957,  0.210000,  0.000042,  0.000099, 24.932206
      486.,  0.058696,  0.136957,  0.210000,  0.000063,  0.000103, 24.931513
      488.,  0.078261,  0.136957,  0.210000,  0.000083,  0.000110, 24.930546
      490.,  0.097826,  0.136957,  0.210000,  0.000103,  0.000119, 24.929312
      492.,  0.117391,  0.136957,  0.210000,  0.000123,  0.000129, 24.927815
      494.,  0.136957,  0.136957,  0.210000,  0.000142,  0.000142, 24.926065
      496.,  0.156522,  0.136957,  0.210000,  0.000160,  0.000156, 24.924074
      498.,  0.176087,  0.136957,  0.210000,  0.000176,  0.000173, 24.921854
      500.,  0.195652,  0.136957,  0.210000,  0.000191,  0.000193, 24.919425
      502.,  0.215217,  0.136957,  0.210000,  0.000204,  0.000214, 24.916808
      504.,  0.234783,  0.136957,  0.210000,  0.000215,  0.000237, 24.914031
      506.,  0.254348,  0.136957,  0.210000,  0.000224,  0.000263, 24.911124
      508.,  0.273913,  0.136957,  0.210000,  0.000229,  0.000290, 24.908127
      510.,  0.293478,  0.136957,  0.210000,  0.000231,  0.000319, 24.905081
      512.,  0.313043,  0.136957,  0.210000,  0.000229,  0.000349, 24.902036
      514.,  0.332609,  0.136957,  0.210000,  0.000223,  0.000379, 24.899045
      516.,  0.352174,  0.136957,  0.210000,  0.000212,  0.000409, 24.896165
      518.,  0.371739,  0.136957,  0.210000,  0.000197,  0.000438, 24.893459
      520.,  0.391304,  0.136957,  0.210000,  0.000176,  0.000465, 24.890988
      522.,  0.410870,  0.136957,  0.210000,  0.000152,  0.000489, 24.888814
      524.,  0.430435,  0.136957,  0.210000,  0.000122,  0.000511, 24.886978
      549.,  0.019565,  0.156522,  0.210000,  0.000023,  0.000107, 24.931280
      551.,  0.039130,  0.156522,  0.210000,  0.000046,  0.000110, 24.930824
      553.,  0.058696,  0.156522,  0.210000,  0.000069,  0.000115, 24.930065
      555.,  0.078261,  0.156522,  0.210000,  0.000091,  0.000123, 24.929006
      557.,  0.097826,  0.156522,  0.210000,  0.000114,  0.000133, 24.927650
      559.,  0.117391,  0.156522,  0.210000,  0.000135,  0.000145, 24.926003
      561.,  0.136957,  0.156522,  0.210000,  0.000156,  0.000160, 24.924074
      563.,  0.156522,  0.156522,  0.210000,  0.000177,  0.000177, 24.921871
      565.,  0.176087,  0.156522,  0.210000,  0.000196,  0.000196, 24.919409
      567.,  0.195652,  0.156522,  0.210000,  0.000213,  0.000219, 24.916705
      569.,  0.215217,  0.156522,  0.210000,  0.000229,  0.000244, 24.913781
      571.,  0.234783,  0.156522,  0.210000,  0.000242,  0.000272, 24.910665
      573.,  0.254348,  0.156522,  0.210000,  0.000253,  0.000302, 24.907390
      575.,  0.273913,  0.156522,  0.210000,  0.000260,  0.000335, 24.903996
      577.,  0.293478,  0.156522,  0.210000,  0.000263,  0.000369, 24.900532
      579.,  0.313043,  0.156522,  0.210000,  0.000262,  0.000405, 24.897052
      581.,  0.332609,  0.156522,  0.210000,  0.000256,  0.000442, 24.893619
      583.,  0.352174,  0.156522,  0.210000,  0.000245,  0.000479, 24.890300
      585.,  0.371739,  0.156522,  0.210000,  0.000228,  0.000515, 24.887167
      587.,  0.391304,  0.156522,  0.210000,  0.000206,  0.000548, 24.884293
      589.,  0.410870,  0.156522,  0.210000,  0.000178,  0.000579, 24.881757
      591.,  0.430435,  0.156522,  0.210000,  0.000143,  0.000605, 24.879607
      616.,  0.019565,  0.176087,  0.210000,  0.000025,  0.000117, 24.929801
      618.,  0.039130,  0.176087,  0.210000,  0.000050,  0.000120, 24.929300
      620.,  0.058696,  0.176087,  0.210000,  0.000076,  0.000126, 24.928467
      622.,  0.078261,  0.176087,  0.210000,  0.000101,  0.000135, 24.927301
      624.,  0.097826,  0.176087,  0.210000,  0.000125,  0.000146, 24.925808
      626.,  0.117391,  0.176087,  0.210000,  0.000150,  0.000160, 24.923990
      628.,  0.136957,  0.176087,  0.210000,  0.000173,  0.000176, 24.921854
      630.,  0.156522,  0.176087,  0.210000,  0.000196,  0.000196, 24.919409
      632.,  0.176087,  0.176087,  0.210000,  0.000218,  0.000218, 24.916667
      634.,  0.195652,  0.176087,  0.210000,  0.000239,  0.000244, 24.913642
      636.,  0.215217,  0.176087,  0.210000,  0.000258,  0.000273, 24.910359
      638.,  0.234783,  0.176087,  0.210000,  0.000274,  0.000306, 24.906845
      640.,  0.254348,  0.176087,  0.210000,  0.000287,  0.000341, 24.903134
      642.,  0.273913,  0.176087,  0.210000,  0.000297,  0.000380, 24.899271
      644.,  0.293478,  0.176087,  0.210000,  0.000302,  0.000421, 24.895307
      646.,  0.313043,  0.176087,  0.210000,  0.000303,  0.000464, 24.891304
      648.,  0.332609,  0.176087,  0.210000,  0.000297,  0.000509, 24.887334
      650.,  0.352174,  0.176087,  0.210000,  0.000285,  0.000553, 24.883477
      652.,  0.371739,  0.176087,  0.210000,  0.000267,  0.000597, 24.879819
      654.,  0.391304,  0.176087,  0.210000,  0.000241,  0.000638, 24.876450
      656.,  0.410870,  0.176087,  0.210000,  0.000209,  0.000676, 24.873465
      658.,  0.430435,  0.176087,  0.210000,  0.000169,  0.000709, 24.870924
      683.,  0.019565,  0.195652,  0.210000,  0.000028,  0.000125, 24.928203
      685.,  0.039130,  0.195652,  0.210000,  0.000056,  0.000129, 24.927652
      687.,  0.058696,  0.195652,  0.210000,  0.000083,  0.000136, 24.926736
      689.,  0.078261,  0.195652,  0.210000,  0.000111,  0.000145, 24.925452
      691.,  0.097826,  0.195652,  0.210000,  0.000138,  0.000157, 24.923804
      693.,  0.117391,  0.195652,  0.210000,  0.000166,  0.000173, 24.921794
      695.,  0.136957,  0.195652,  0.210000,  0.000193,  0.000191, 24.919425
      697.,  0.156522,  0.195652,  0.210000,  0.000219,  0.000213, 24.916705
      699.,  0.176087,  0.195652,  0.210000,  0.000244,  0.000239, 24.913642
      701.,  0.195652,  0.195652,  0.210000,  0.000268,  0.000268, 24.910253
      703.,  0.215217,  0.195652,  0.210000,  0.000291,  0.000302, 24.906557
      705.,  0.234783,  0.195652,  0.210000,  0.000311,  0.000339, 24.902581
      707.,  0.254348,  0.195652,  0.210000,  0.000327,  0.000380, 24.898362
      709.,  0.273913,  0.195652,  0.210000,  0.000340,  0.000426, 24.893945
      711.,  0.293478,  0.195652,  0.210000,  0.000348,  0.000474, 24.889389
      713.,  0.313043,  0.195652,  0.210000,  0.000351,  0.000525, 24.884762
      715.,  0.332609,  0.195652,  0.210000,  0.000346,  0.000578, 24.880148
      717.,  0.352174,  0.195652,  0.210000,  0.000334,  0.000632, 24.875641
      719.,  0.371739,  0.195652,  0.210000,  0.000314,  0.000685, 24.871343
      721.,  0.391304,  0.195652,  0.210000,  0.000286,  0.000736, 24.867367
      723.,  0.410870,  0.195652,  0.210000,  0.000248,  0.000782, 24.863829
      725.,  0.430435,  0.195652,  0.210000,  0.000202,  0.000822, 24.860806
      750.,  0.019565,  0.215217,  0.210000,  0.000030,  0.000132, 24.926505
      752.,  0.039130,  0.215217,  0.210000,  0.000061,  0.000136, 24.925900
      754.,  0.058696,  0.215217,  0.210000,  0.000092,  0.000143, 24.924891
      756.,  0.078261,  0.215217,  0.210000,  0.000122,  0.000153, 24.923478
      758.,  0.097826,  0.215217,  0.210000,  0.000153,  0.000167, 24.921660
      760.,  0.117391,  0.215217,  0.210000,  0.000184,  0.000184, 24.919436
      762.,  0.136957,  0.215217,  0.210000,  0.000214,  0.000204, 24.916808
      764.,  0.156522,  0.215217,  0.210000,  0.000244,  0.000229, 24.913781
      766.,  0.176087,  0.215217,  0.210000,  0.000273,  0.000258, 24.910359
      768.,  0.195652,  0.215217,  0.210000,  0.000302,  0.000291, 24.906557
      770.,  0.215217,  0.215217,  0.210000,  0.000328,  0.000328, 24.902390
      772.,  0.234783,  0.215217,  0.210000,  0.000353,  0.000371, 24.897886
      774.,  0.254348,  0.215217,  0.210000,  0.000374,  0.000418, 24.893079
      776.,  0.273913,  0.215217,  0.210000,  0.000391,  0.000471, 24.888020
      778.,  0.293478,  0.215217,  0.210000,  0.000403,  0.000527, 24.882769
      780.,  0.313043,  0.215217,  0.210000,  0.000408,  0.000588, 24.877404
      782.,  0.332609,  0.215217,  0.210000,  0.000405,  0.000651, 24.872023
      784.,  0.352174,  0.215217,  0.210000,  0.000393,  0.000715, 24.866735
      786.,  0.371739,  0.215217,  0.210000,  0.000372,  0.000778, 24.861667
      788.,  0.391304,  0.215217,  0.210000,  0.000339,  0.000839, 24.856954
      790.,  0.410870,  0.215217,  0.210000,  0.000296,  0.000894, 24.852742
      792.,  0.430435,  0.215217,  0.210000,  0.000241,  0.000943, 24.849133
      817.,  0.019565,  0.234783,  0.210000,  0.000033,  0.000137, 24.924730
      819.,  0.039130,  0.234783,  0.210000,  0.000067,  0.000141, 24.924067
      821.,  0.058696,  0.234783,  0.210000,  0.000101,  0.000149, 24.922959
      823.,  0.078261,  0.234783,  0.210000,  0.000135,  0.000160, 24.921404
      825.,  0.097826,  0.234783,  0.210000,  0.000169,  0.000175, 24.919400
      827.,  0.117391,  0.234783,  0.210000,  0.000203,  0.000193, 24.916943
      829.,  0.136957,  0.234783,  0.210000,  0.000237,  0.000215, 24.914031
      831.,  0.156522,  0.234783,  0.210000,  0.000272,  0.000242, 24.910665
      833.,  0.176087,  0.234783,  0.210000,  0.000306,  0.000274, 24.906845
      835.,  0.195652,  0.234783,  0.210000,  0.000339,  0.000311, 24.902581
      837.,  0.215217,  0.234783,  0.210000,  0.000371,  0.000353, 24.897886
      839.,  0.234783,  0.234783,  0.210000,  0.000401,  0.000401, 24.892782
      841.,  0.254348,  0.234783,  0.210000,  0.000427,  0.000455, 24.887305
      843.,  0.273913,  0.234783,  0.210000,  0.000450,  0.000514, 24.881505
      845.,  0.293478,  0.234783,  0.210000,  0.000466,  0.000580, 24.875446
      847.,  0.313043,  0.234783,  0.210000,  0.000475,  0.000650, 24.869219
      849.,  0.332609,  0.234783,  0.210000,  0.000474,  0.000724, 24.862932
      851.,  0.352174,  0.234783,  0.210000,  0.000463,  0.000799, 24.856719
      853.,  0.371739,  0.234783,  0.210000,  0.000440,  0.000874, 24.850733
      855.,  0.391304,  0.234783,  0.210000,  0.000403,  0.000945, 24.845141
      857.,  0.410870,  0.234783,  0.210000,  0.000351,  0.001009, 24.840127
      859.,  0.430435,  0.234783,  0.210000,  0.000288,  0.001066, 24.835822
      884.,  0.019565,  0.254348,  0.210000,  0.000037,  0.000140, 24.922902
      886.,  0.039130,  0.254348,  0.210000,  0.000073,  0.000145, 24.922175
      888.,  0.058696,  0.254348,  0.210000,  0.000110,  0.000153, 24.920961
      890.,  0.078261,  0.254348,  0.210000,  0.000148,  0.000165, 24.919255
      892.,  0.097826,  0.254348,  0.210000,  0.000186,  0.000180, 24.917052
      894.,  0.117391,  0.254348,  0.210000,  0.000224,  0.000200, 24.914344
      896.,  0.136957,  0.254348,  0.210000,  0.000263,  0.000224, 24.911124
      898.,  0.156522,  0.254348,  0.210000,  0.000302,  0.000253, 24.907389
      900.,  0.176087,  0.254348,  0.210000,  0.000341,  0.000287, 24.903134
      902.,  0.195652,  0.254348,  0.210000,  0.000380,  0.000327, 24.898362
      904.,  0.215217,  0.254348,  0.210000,  0.000418,  0.000374, 24.893079
      906.,  0.234783,  0.254348,  0.210000,  0.000455,  0.000427, 24.887305
      908.,  0.254348,  0.254348,  0.210000,  0.000488,  0.000488, 24.881072
      910.,  0.273913,  0.254348,  0.210000,  0.000516,  0.000556, 24.874427
      912.,  0.293478,  0.254348,  0.210000,  0.000539,  0.000630, 24.867442
      914.,  0.313043,  0.254348,  0.210000,  0.000552,  0.000710, 24.860216
      916.,  0.332609,  0.254348,  0.210000,  0.000555,  0.000795, 24.852876
      918.,  0.352174,  0.254348,  0.210000,  0.000544,  0.000881, 24.845586
      920.,  0.371739,  0.254348,  0.210000,  0.000518,  0.000965, 24.838536
      922.,  0.391304,  0.254348,  0.210000,  0.000475,  0.001043, 24.831937
      924.,  0.410870,  0.254348,  0.210000,  0.000414,  0.001112, 24.826010
      926.,  0.430435,  0.254348,  0.210000,  0.000340,  0.001170, 24.820935
      951.,  0.019565,  0.273913,  0.210000,  0.000040,  0.000141, 24.921046
      953.,  0.039130,  0.273913,  0.210000,  0.000080,  0.000146, 24.920253
      955.,  0.058696,  0.273913,  0.210000,  0.000121,  0.000154, 24.918929
      957.,  0.078261,  0.273913,  0.210000,  0.000162,  0.000167, 24.917064
      959.,  0.097826,  0.273913,  0.210000,  0.000204,  0.000183, 24.914649
      961.,  0.117391,  0.273913,  0.210000,  0.000246,  0.000204, 24.911674
      963.,  0.136957,  0.273913,  0.210000,  0.000290,  0.000229, 24.908126
      965.,  0.156522,  0.273913,  0.210000,  0.000335,  0.000260, 24.903996
      967.,  0.176087,  0.273913,  0.210000,  0.000380,  0.000297, 24.899270
      969.,  0.195652,  0.273913,  0.210000,  0.000426,  0.000340, 24.893944
      971.,  0.215217,  0.273913,  0.210000,  0.000471,  0.000391, 24.888020
      973.,  0.234783,  0.273913,  0.210000,  0.000514,  0.000450, 24.881505
      975.,  0.254348,  0.273913,  0.210000,  0.000555,  0.000516, 24.874427
      977.,  0.273913,  0.273913,  0.210000,  0.000592,  0.000592, 24.866833
      979.,  0.293478,  0.273913,  0.210000,  0.000621,  0.000675, 24.858799
      981.,  0.313043,  0.273913,  0.210000,  0.000640,  0.000765, 24.850438
      983.,  0.332609,  0.273913,  0.210000,  0.000645,  0.000859, 24.841907
      985.,  0.352174,  0.273913,  0.210000,  0.000633,  0.000951, 24.833409
      987.,  0.371739,  0.273913,  0.210000,  0.000600,  0.001037, 24.825195
      989.,  0.391304,  0.273913,  0.210000,  0.000545,  0.001110, 24.817541
      991.,  0.410870,  0.273913,  0.210000,  0.000462,  0.001162, 24.810714
      993.,  0.430435,  0.273913,  0.210000,  0.000387,  0.001201, 24.804962
     1018.,  0.019565,  0.293478,  0.210000,  0.000043,  0.000140, 24.919192
     1020.,  0.039130,  0.293478,  0.210000,  0.000087,  0.000145, 24.918331
     1022.,  0.058696,  0.293478,  0.210000,  0.000131,  0.000154, 24.916890
     1024.,  0.078261,  0.293478,  0.210000,  0.000176,  0.000166, 24.914860
     1026.,  0.097826,  0.293478,  0.210000,  0.000222,  0.000183, 24.912226
     1028.,  0.117391,  0.293478,  0.210000,  0.000270,  0.000205, 24.908972
     1030.,  0.136957,  0.293478,  0.210000,  0.000319,  0.000231, 24.905080
     1032.,  0.156522,  0.293478,  0.210000,  0.000369,  0.000263, 24.900531
     1034.,  0.176087,  0.293478,  0.210000,  0.000421,  0.000302, 24.895306
     1036.,  0.195652,  0.293478,  0.210000,  0.000474,  0.000348, 24.889388
     1038.,  0.215217,  0.293478,  0.210000,  0.000527,  0.000403, 24.882768
     1040.,  0.234783,  0.293478,  0.210000,  0.000580,  0.000466, 24.875446
     1042.,  0.254348,  0.293478,  0.210000,  0.000630,  0.000539, 24.867442
     1044.,  0.273913,  0.293478,  0.210000,  0.000675,  0.000621, 24.858799
     1046.,  0.293478,  0.293478,  0.210000,  0.000712,  0.000712, 24.849602
     1048.,  0.313043,  0.293478,  0.210000,  0.000736,  0.000809, 24.839988
     1050.,  0.332609,  0.293478,  0.210000,  0.000740,  0.000905, 24.830165
     1052.,  0.352174,  0.293478,  0.210000,  0.000718,  0.000992, 24.820421
     1054.,  0.371739,  0.293478,  0.210000,  0.000666,  0.001054, 24.811114
     1056.,  0.391304,  0.293478,  0.210000,  0.000587,  0.001080, 24.802645
     1058.,  0.410870,  0.293478,  0.210000,  0.000484,  0.001065, 24.795326
     1060.,  0.430435,  0.293478,  0.210000,  0.000380,  0.001009, 24.789515
     1085.,  0.019565,  0.313043,  0.210000,  0.000047,  0.000136, 24.917369
     1087.,  0.039130,  0.313043,  0.210000,  0.000094,  0.000141, 24.916439
