103649.0,0.51,0.594317
103634.0,0.49,0.594317
85647.0,0.569565,0.499285
85662.0,0.569566,0.517857
85677.0,0.569566,0.536428
85602.0,0.569564,0.443571
103619.0,0.47,0.594317
71389.0,0.51,0.443572
71209.0,0.51,0.517858
71299.0,0.51,0.480715
3897.0,0.51,0.575
3898.0,0.45,0.575
3900.0,0.53,0.575
3901.0,0.45,0.555
3903.0,0.47,0.555
3904.0,0.53,0.555
20440.0,0.55,0.499286
20444.0,0.55,0.536429
20458.0,0.53,0.480714
20460.0,0.53,0.462143
20462.0,0.53,0.443571
20442.0,0.55,0.517857
20521.0,0.569565,0.425
19923.0,0.569565,0.517857
19856.0,0.569565,0.499286
20231.0,0.51,0.555
20229.0,0.49,0.555
20216.0,0.49,0.575
19990.0,0.569565,0.536429
20218.0,0.47,0.575
20663.0,0.55,0.405682
21112.0,0.53,0.405682
21053.0,0.430435,0.575
21064.0,0.51,0.425
21306.0,0.569565,0.555
21252.0,0.53,0.594318
21164.0,0.430435,0.555
20832.0,0.55,0.594318
20855.0,0.569565,0.575
20909.0,0.45,0.594318
19655.0,0.569565,0.443571
19789.0,0.569565,0.480714
19722.0,0.569565,0.462143
18677.0,0.49,0.594318
18613.0,0.51,0.594318
19086.0,0.55,0.443571
19088.0,0.55,0.462143
19090.0,0.55,0.480714
18741.0,0.47,0.594318
6710.0,0.55,0.555
6961.0,0.55,0.425
13461.0,0.55,0.575
6218.0,0.53,0.499286
6216.0,0.53,0.517857
6214.0,0.53,0.536429
6205.0,0.51,0.536429
6203.0,0.51,0.517857
6201.0,0.51,0.499286
6199.0,0.51,0.480714
6197.0,0.51,0.462143
6195.0,0.51,0.443571
6186.0,0.49,0.536429
6167.0,0.47,0.536429
6145.0,0.45,0.536429
5689.0,0.53,0.425
