54265.0,0.595179,0.514277
61080.0,0.417289,0.472936
61107.0,0.540059,0.576022
74105.0,0.435048,0.537501
74111.0,0.537501,0.564952
74317.0,0.564952,0.462499
74323.0,0.462499,0.435048
117944.0,0.487497,0.513604
117789.0,0.526457,0.453225
117929.0,0.524539,0.481266
117884.0,0.463333,0.491087
117754.0,0.445111,0.480827
119216.0,0.575107,0.462992
119211.0,0.56857,0.445743
119281.0,0.416048,0.515826
119306.0,0.458205,0.427863
130626.0,0.469553,0.596008
130601.0,0.599005,0.465184
130586.0,0.595178,0.514277
130531.0,0.404385,0.463024
130533.0,0.404386,0.463024
130543.0,0.459658,0.410431
130553.0,0.603553,0.445804
130573.0,0.538377,0.393565
130483.0,0.614294,0.483928
130578.0,0.599596,0.536639
130453.0,0.599841,0.559107
130728.0,0.582237,0.453441
130738.0,0.590911,0.44934
130748.0,0.515679,0.398995
130698.0,0.549738,0.580181
130598.0,0.601805,0.481075
130658.0,0.453389,0.421166
130643.0,0.492297,0.394289
130298.0,0.384257,0.50716
130333.0,0.466004,0.611095
130348.0,0.532836,0.609924
119198.0,0.506602,0.413645
119308.0,0.458206,0.427863
119233.0,0.580103,0.524989
119238.0,0.571422,0.544829
119278.0,0.421455,0.535858
71447.0,0.519412,0.572444
71451.0,0.480589,0.572445
71439.0,0.572445,0.519411
71459.0,0.427556,0.519412
71363.0,0.572444,0.480588
71343.0,0.427555,0.480589
71351.0,0.480588,0.427556
71355.0,0.519411,0.427555
117872.0,0.50403,0.472721
117772.0,0.48333,0.44026
117937.0,0.479824,0.489672
69291.0,0.590912,0.44934
69214.0,0.422197,0.570059
69160.0,0.599595,0.536639
69163.0,0.593216,0.550035
69176.0,0.599005,0.465185
69185.0,0.431111,0.590434
69188.0,0.450124,0.593257
69194.0,0.405614,0.563884
69197.0,0.406254,0.54881
69200.0,0.492298,0.394289
69157.0,0.538378,0.393565
69154.0,0.553863,0.40489
69151.0,0.572376,0.416006
69148.0,0.589274,0.429212
69021.0,0.488345,0.612778
69024.0,0.51044,0.612132
69027.0,0.532835,0.609924
69109.0,0.611739,0.503024
69112.0,0.606905,0.520622
69116.0,0.55166,0.591411
69120.0,0.569875,0.582279
69123.0,0.585331,0.572007
69128.0,0.40822,0.437227
69141.0,0.427761,0.420407
69049.0,0.387071,0.482747
69071.0,0.474712,0.389202
69092.0,0.449362,0.402012
96814.0,0.601806,0.481075
96697.0,0.404386,0.463023
96643.0,0.532665,0.594984
97003.0,0.576603,0.435795
97084.0,0.51568,0.398995
96868.0,0.469552,0.596008
96958.0,0.404053,0.531395
96949.0,0.400897,0.510679
96940.0,0.434078,0.578264
6545.0,0.491469,0.598459
6557.0,0.590319,0.479506
6555.0,0.559923,0.424023
6554.0,0.459659,0.41043
6553.0,0.424804,0.446935
6552.0,0.45339,0.421166
6550.0,0.588343,0.531214
6549.0,0.579076,0.554661
6548.0,0.562856,0.570014
6556.0,0.585865,0.464595
6357.0,0.600469,0.497798
5315.0,0.539013,0.411692
178.0,0.526966,0.49952
177.0,0.48876,0.537176
176.0,0.468097,0.529869
175.0,0.457727,0.508885
174.0,0.484488,0.466775
173.0,0.522786,0.467987
172.0,0.538172,0.478406
171.0,0.540748,0.501806
170.0,0.53346,0.524189
169.0,0.519011,0.537023
168.0,0.526415,0.549121
5322.0,0.440901,0.422038
167.0,0.546754,0.528998
166.0,0.5544,0.500961
165.0,0.548507,0.473349
164.0,0.526457,0.453226
141.0,0.540158,0.490803
140.0,0.52454,0.481266
139.0,0.504031,0.472721
138.0,0.507958,0.538981
137.0,0.518437,0.522132
136.0,0.473834,0.509308
135.0,0.479547,0.531586
134.0,0.49406,0.493986
142.0,0.538391,0.512932
133.0,0.487498,0.513604
131.0,0.514173,0.489165
130.0,0.501643,0.521479
129.0,0.507117,0.502771
128.0,0.533602,0.468677
127.0,0.457239,0.523362
126.0,0.498423,0.543514
125.0,0.530603,0.534103
124.0,0.531073,0.491721
132.0,0.52202,0.510167
143.0,0.463333,0.491086
145.0,0.484199,0.554363
163.0,0.483331,0.44026
162.0,0.471337,0.450914
161.0,0.44527,0.468334
160.0,0.445153,0.495435
159.0,0.448635,0.528423
158.0,0.47129,0.549548
157.0,0.498157,0.556017
156.0,0.496714,0.444581
144.0,0.479825,0.489672
155.0,0.457346,0.461151
153.0,0.553355,0.486502
152.0,0.539712,0.460158
151.0,0.51206,0.448756
150.0,0.513119,0.554141
149.0,0.53814,0.541355
148.0,0.55224,0.515292
147.0,0.446168,0.510915
146.0,0.460443,0.54109
154.0,0.445111,0.480826
26213.0,0.519411,0.572444
26211.0,0.5375,0.564952
26209.0,0.553033,0.553033
26215.0,0.446967,0.553033
26217.0,0.435048,0.5375
26219.0,0.427556,0.519411
26221.0,0.446967,0.446967
26231.0,0.572444,0.480589
26229.0,0.564952,0.4625
26227.0,0.553033,0.446967
26225.0,0.480589,0.427556
26223.0,0.4625,0.435048
7766.0,0.496385,0.585491
7765.0,0.475636,0.583347
7764.0,0.450133,0.574634
7763.0,0.428869,0.557979
7762.0,0.421455,0.535857
7761.0,0.416048,0.515825
7760.0,0.414355,0.495277
7767.0,0.516799,0.583689
7768.0,0.540058,0.576022
7769.0,0.558096,0.560985
7770.0,0.571421,0.544829
7782.0,0.54871,0.430249
7781.0,0.528464,0.420127
7780.0,0.506603,0.413645
7778.0,0.581347,0.479756
7777.0,0.575107,0.462993
7776.0,0.56857,0.445744
7775.0,0.476719,0.415097
7774.0,0.458206,0.427862
7773.0,0.442318,0.436492
7772.0,0.417289,0.472935
7771.0,0.580103,0.52499
7779.0,0.584657,0.500145
25343.0,0.5,0.575
25342.0,0.564952,0.5375
25340.0,0.572444,0.519411
25337.0,0.4625,0.564952
25322.0,0.425,0.5
25335.0,0.480589,0.572444
25321.0,0.575,0.5
25319.0,0.5,0.425
25318.0,0.435048,0.4625
25316.0,0.427556,0.480589
25313.0,0.5375,0.435048
25311.0,0.519411,0.427556
7826.0,0.582237,0.453442
7825.0,0.591923,0.492643
7813.0,0.402415,0.490735
7824.0,0.549737,0.580181
7818.0,0.595178,0.514278
7823.0,0.513585,0.597119
123.0,0.463867,0.475113
