67773.0,0.430438,0.45
67858.0,0.569562,0.45
67742.0,0.45,0.430439
67711.0,0.430438,0.55
68036.0,0.569562,0.55
68059.0,0.55,0.569562
67943.0,0.55,0.430438
67626.0,0.45,0.569562
68182.0,0.49,0.410871
70901.0,0.589129,0.49
70916.0,0.589129,0.51
70886.0,0.589129,0.47
68152.0,0.53,0.410871
70931.0,0.589129,0.53
68197.0,0.47,0.410871
68167.0,0.51,0.410871
76354.0,0.410871,0.47
76369.0,0.410871,0.49
76384.0,0.410871,0.51
76399.0,0.410871,0.53
73665.0,0.47,0.589129
73650.0,0.49,0.589129
73620.0,0.53,0.589129
73635.0,0.51,0.589129
70914.0,0.58913,0.51
70899.0,0.58913,0.49
70884.0,0.58913,0.47
73618.0,0.53,0.58913
73633.0,0.51,0.58913
73663.0,0.47,0.58913
73648.0,0.49,0.58913
128988.0,0.430436,0.569564
68165.0,0.51,0.41087
68150.0,0.53,0.41087
68180.0,0.49,0.41087
70929.0,0.58913,0.53
68195.0,0.47,0.41087
76367.0,0.41087,0.49
76352.0,0.41087,0.47
76382.0,0.41087,0.51
114959.0,0.430436,0.430436
76397.0,0.41087,0.53
85956.0,0.569564,0.569564
100300.0,0.569564,0.430436
68133.0,0.47,0.430436
68088.0,0.53,0.430436
73556.0,0.53,0.569564
73601.0,0.47,0.569564
76335.0,0.430436,0.53
76290.0,0.430436,0.47
70867.0,0.569564,0.53
70822.0,0.569564,0.47
34.0,0.51,0.49
36.0,0.51,0.51
38.0,0.51,0.53
45.0,0.53,0.47
49.0,0.53,0.51
51.0,0.53,0.53
47.0,0.53,0.49
32.0,0.51,0.47
8.0,0.47,0.49
10.0,0.47,0.51
12.0,0.47,0.53
19.0,0.49,0.47
21.0,0.49,0.49
23.0,0.49,0.51
25.0,0.49,0.53
12586.0,0.55,0.55
13066.0,0.45,0.55
8433.0,0.55,0.45
18983.0,0.430435,0.51
19151.0,0.47,0.55
19160.0,0.55,0.51
19162.0,0.55,0.53
19176.0,0.51,0.45
19178.0,0.53,0.45
19181.0,0.45,0.51
19183.0,0.45,0.53
19236.0,0.45,0.430435
19149.0,0.49,0.55
18916.0,0.430435,0.53
19117.0,0.430435,0.47
19050.0,0.430435,0.49
18377.0,0.49,0.569565
18310.0,0.51,0.569565
18243.0,0.53,0.569565
18444.0,0.47,0.569565
18473.0,0.45,0.47
18475.0,0.45,0.49
19777.0,0.55,0.569565
19833.0,0.45,0.569565
19754.0,0.569565,0.55
7442.0,0.45,0.45
19979.0,0.430435,0.55
19435.0,0.569565,0.45
19286.0,0.430435,0.45
19581.0,0.55,0.430435
16454.0,0.47,0.45
16456.0,0.49,0.45
16897.0,0.47,0.430435
17637.0,0.569565,0.49
17704.0,0.569565,0.51
17771.0,0.569565,0.53
17834.0,0.53,0.55
17836.0,0.51,0.55
17570.0,0.569565,0.47
16964.0,0.49,0.430435
17163.0,0.55,0.49
17161.0,0.55,0.47
17031.0,0.51,0.430435
17098.0,0.53,0.430435
6.0,0.47,0.47
